epoch,train_loss,valid_loss,valid_accuracy,learning_rate
0,0.4912998080253601,0.41534319519996643,0.5819430947303772,100
1,0.4497581124305725,0.36727815866470337,0.6319921612739563,100
2,0.40798670053482056,0.32614535093307495,0.672718346118927,100
3,0.36818018555641174,0.29375317692756653,0.7051030397415161,100
4,0.33332568407058716,0.25844255089759827,0.7404317855834961,100
5,0.3001348078250885,0.23747222125530243,0.7634935975074768,100
6,0.2798212468624115,0.22001534700393677,0.7782139182090759,100
7,0.2604960501194,0.2050601840019226,0.7958782911300659,100
8,0.24464967846870422,0.19023442268371582,0.809617280960083,100
9,0.2291966825723648,0.17694562673568726,0.8228655457496643,100
10,0.21713708341121674,0.16693544387817383,0.8341511487960815,100
11,0.20609277486801147,0.16021722555160522,0.8395485877990723,100
12,0.19650742411613464,0.15172773599624634,0.8488714694976807,100
13,0.18761976063251495,0.14411287009716034,0.8562315702438354,100
14,0.17926345765590668,0.13929717242717743,0.862119734287262,100
15,0.1724700629711151,0.13562554121017456,0.863591730594635,100
16,0.16746583580970764,0.13214780390262604,0.8675171732902527,100
17,0.16279779374599457,0.12819869816303253,0.8704612255096436,100
18,0.15860703587532043,0.12402552366256714,0.8753679990768433,100
19,0.1546652615070343,0.1203657016158104,0.879784107208252,100
0,0.39184728264808655,0.27562955021858215,0.7232580780982971,150
1,0.30813753604888916,0.19753676652908325,0.8027477860450745,150
2,0.2231428325176239,0.15889616310596466,0.8405299186706543,150
3,0.1795283704996109,0.1418391466140747,0.8572129607200623,150
4,0.15998414158821106,0.13414426147937775,0.8650637865066528,150
5,0.14879141747951508,0.12687374651432037,0.8748773336410522,150
6,0.14007750153541565,0.11939478665590286,0.8792934417724609,150
7,0.1326286494731903,0.11338283121585846,0.8861628770828247,150
8,0.1256822645664215,0.10852911323308945,0.8920510411262512,150
9,0.12056761234998703,0.1052645891904831,0.8954857587814331,150
10,0.1158900037407875,0.10185063630342484,0.8994112014770508,150
11,0.11146800220012665,0.09916172176599503,0.9013739228248596,150
12,0.10728182643651962,0.09550025314092636,0.9043179750442505,150
13,0.10255880653858185,0.0906098484992981,0.9106967449188232,150
14,0.09881943464279175,0.08768438547849655,0.9126594662666321,150
15,0.09600879997015,0.0844516009092331,0.9151128530502319,150
16,0.09305431693792343,0.08091933280229568,0.9205102920532227,150
17,0.09006233513355255,0.07906799018383026,0.9210009574890137,150
18,0.08703471720218658,0.07776682078838348,0.9224730134010315,150
19,0.08448575437068939,0.07620884478092194,0.9234543442726135,150
0,0.46650975942611694,0.4138028621673584,0.5863592028617859,200
1,0.39266887307167053,0.34844422340393066,0.6511285305023193,200
2,0.3239237368106842,0.29255211353302,0.707556426525116,200
3,0.27626362442970276,0.25353673100471497,0.7463199496269226,200
4,0.24207012355327606,0.22337618470191956,0.7777232527732849,200
5,0.21088907122612,0.1953268200159073,0.8061825037002563,200
6,0.19001786410808563,0.18211373686790466,0.8174681067466736,200
7,0.17197856307029724,0.16981711983680725,0.8307163715362549,200
8,0.15773555636405945,0.1582128256559372,0.8400392532348633,200
9,0.14514529705047607,0.1498100906610489,0.8508341312408447,200
10,0.13637323677539825,0.14283686876296997,0.8572129607200623,200
11,0.12920436263084412,0.1364591270685196,0.863591730594635,200
12,0.12353666126728058,0.13054032623767853,0.8704612255096436,200
13,0.11852671205997467,0.12524886429309845,0.8753679990768433,200
14,0.11368489265441895,0.12100968509912491,0.8783120512962341,200
15,0.10826262086629868,0.1169205904006958,0.8827281594276428,200
16,0.10420076549053192,0.11390260607004166,0.8866536021232605,200
17,0.10129371285438538,0.11167408525943756,0.8881255984306335,200
18,0.09895675629377365,0.10908582806587219,0.8910696506500244,200
19,0.09667308628559113,0.10606624186038971,0.8935230374336243,200
