epoch,train_loss,valid_loss,valid_accuracy,learning_rate
0,0.5121502876281738,0.4617293179035187,0.5412168502807617,10
1,0.47835156321525574,0.36280035972595215,0.637389600276947,10
2,0.38622793555259705,0.19781075417995453,0.8042198419570923,10
3,0.22666920721530914,0.13577666878700256,0.8665358424186707,10
4,0.1547420173883438,0.1032884269952774,0.9018645882606506,10
5,0.11862342804670334,0.08558502793312073,0.9210009574890137,10
6,0.09905467927455902,0.07548355311155319,0.9308145046234131,10
7,0.08735712617635727,0.06889095157384872,0.9362119436264038,10
8,0.07956342399120331,0.0639631375670433,0.9411187171936035,10
9,0.07377095520496368,0.06015635281801224,0.9445534944534302,10
10,0.06926463544368744,0.05717216804623604,0.9455348253250122,10
11,0.0656730979681015,0.05475413799285889,0.9489696025848389,10
12,0.06274045258760452,0.05272720754146576,0.9514229893684387,10
13,0.06027884781360626,0.05098709464073181,0.9538763761520386,10
14,0.058160703629255295,0.049467481672763824,0.9553483724594116,10
15,0.05630173534154892,0.04812208190560341,0.9563297629356384,10
16,0.054642654955387115,0.0469171516597271,0.9563297629356384,10
17,0.05313941463828087,0.0458277128636837,0.9563297629356384,10
18,0.05175919085741043,0.04483552649617195,0.9582924246788025,10
19,0.050478190183639526,0.04392777755856514,0.9607458114624023,10
0,0.6512405872344971,0.383716881275177,0.6172718405723572,15
1,0.36826545000076294,0.20602627098560333,0.8086358904838562,15
2,0.17705143988132477,0.18291421234607697,0.8194308280944824,15
3,0.16886259615421295,0.0972096398472786,0.9077526926994324,15
4,0.09249557554721832,0.058397337794303894,0.9450441598892212,15
5,0.050681281834840775,0.04919932037591934,0.9543670415878296,15
6,0.04479193687438965,0.04690668731927872,0.9573110938072205,15
7,0.04267161339521408,0.04489751160144806,0.9592738151550293,15
8,0.041040461510419846,0.04326542094349861,0.9612364768981934,15
9,0.03966852277517319,0.04191742464900017,0.9612364768981934,15
10,0.03848104551434517,0.04078235477209091,0.9622178673744202,15
11,0.03743097931146622,0.03980804979801178,0.9627085328102112,15
12,0.03648874908685684,0.038956981152296066,0.9631991982460022,15
13,0.03563535213470459,0.03820307180285454,0.964180588722229,15
14,0.034857913851737976,0.03752864897251129,0.965161919593811,15
15,0.03414708375930786,0.03692154586315155,0.96467125415802,15
16,0.03349551558494568,0.036372777074575424,0.965161919593811,15
17,0.032896969467401505,0.03587497025728226,0.965652585029602,15
18,0.032345887273550034,0.035421572625637054,0.965652585029602,15
19,0.03183731809258461,0.03500661253929138,0.9661432504653931,15
0,0.5192304849624634,0.33888694643974304,0.6599607467651367,20
1,0.3350350260734558,0.30022042989730835,0.6977428793907166,20
2,0.3153668940067291,0.08021634817123413,0.9219823479652405,20
3,0.08296936750411987,0.07298994064331055,0.929833173751831,20
4,0.07258722931146622,0.06647080183029175,0.9362119436264038,20
5,0.06708306074142456,0.06280683726072311,0.9391560554504395,20
6,0.06315969675779343,0.05938781425356865,0.9425907731056213,20
7,0.05985656753182411,0.05640295892953873,0.946516215801239,20
8,0.057025328278541565,0.05390258505940437,0.9499509334564209,20
9,0.0545772947371006,0.05179183557629585,0.9509322643280029,20
10,0.05242220684885979,0.049970440566539764,0.9528949856758118,20
11,0.05049806460738182,0.048363473266363144,0.9528949856758118,20
12,0.04876638948917389,0.0469234399497509,0.9553483724594116,20
13,0.04720189794898033,0.04562525451183319,0.9563297629356384,20
14,0.04578542709350586,0.0444539338350296,0.9578017592430115,20
15,0.044500432908535004,0.043396271765232086,0.9587831497192383,20
16,0.04333197697997093,0.042439162731170654,0.9597644805908203,20
17,0.04226640611886978,0.041569724678993225,0.9602551460266113,20
18,0.0412907674908638,0.040775470435619354,0.9607458114624023,20
19,0.04039238393306732,0.04004453867673874,0.9612364768981934,20
